Date,High,Low,Open,Close,Volume,Adj Close
2018-12-31,37.68000030517578,36.04999923706055,37.36000061035156,37.040000915527344,27120800.0,37.01347732543945
2019-01-02,38.22999954223633,34.72999954223633,34.779998779296875,37.56999969482422,33958200.0,37.54309844970703
2019-01-03,36.40999984741211,33.630001068115234,35.97999954223633,33.93000030517578,41313800.0,33.905704498291016
2019-01-04,38.7599983215332,35.16999816894531,35.54999923706055,38.27000045776367,34120500.0,38.24259567260742
2019-01-07,40.150001525878906,38.130001068115234,38.470001220703125,39.4900016784668,26638300.0,39.46172332763672
2019-01-08,41.11000061035156,38.900001525878906,40.689998626708984,40.630001068115234,26452800.0,40.60090637207031
2019-01-09,42.16999816894531,40.599998474121094,41.119998931884766,41.59000015258789,22262300.0,41.560218811035156
2019-01-10,42.029998779296875,39.959999084472656,40.63999938964844,41.9900016784668,21891400.0,41.95993423461914
2019-01-11,41.630001068115234,40.810001373291016,41.2400016784668,41.4900016784668,15100600.0,41.460289001464844
2019-01-14,40.939998626708984,39.86000061035156,40.43000030517578,40.40999984741211,13922900.0,40.381065368652344
2019-01-15,42.91999816894531,40.86000061035156,40.939998626708984,42.650001525878906,18140700.0,42.61946105957031
2019-01-16,43.86000061035156,42.68000030517578,42.970001220703125,42.709999084472656,16986600.0,42.67941665649414
2019-01-17,44.27000045776367,42.060001373291016,42.29999923706055,43.709999084472656,17755000.0,43.6786994934082
2019-01-18,45.61000061035156,43.849998474121094,44.720001220703125,44.90999984741211,20863600.0,44.87784194946289
2019-01-22,44.08000183105469,41.31999969482422,44.0099983215332,42.43000030517578,22716800.0,42.39961624145508
2019-01-23,43.5,41.02000045776367,42.95000076293945,42.470001220703125,20761700.0,42.4395866394043
2019-01-24,43.41999816894531,42.34000015258789,42.81999969482422,43.220001220703125,16014400.0,43.18905258178711
2019-01-25,45.16999816894531,43.81999969482422,44.2599983215332,44.7599983215332,17439200.0,44.72794723510742
2019-01-28,43.11000061035156,42.0099983215332,43.0099983215332,43.11000061035156,17544900.0,43.079132080078125
2019-01-29,43.209999084472656,41.43000030517578,43.189998626708984,41.88999938964844,15316300.0,41.86000061035156
2019-01-30,45.52000045776367,42.88999938964844,43.29999923706055,45.029998779296875,21978000.0,44.99775314331055
2019-01-31,47.720001220703125,45.68000030517578,45.81999969482422,47.0099983215332,20071900.0,46.97633361816406
2019-02-01,47.41999816894531,46.060001373291016,46.34000015258789,46.40999984741211,17695200.0,46.376766204833984
2019-02-04,48.15999984741211,46.34000015258789,46.470001220703125,48.11000061035156,13872100.0,48.0755500793457
2019-02-05,49.599998474121094,48.29999923706055,48.369998931884766,49.380001068115234,16114600.0,49.34463882446289
2019-02-06,49.72999954223633,48.31999969482422,49.47999954223633,48.9900016784668,18177500.0,48.954917907714844
2019-02-07,48.029998779296875,45.88999938964844,47.66999816894531,46.9900016784668,26224200.0,46.95635223388672
2019-02-08,47.25,45.599998474121094,45.709999084472656,47.22999954223633,18090300.0,47.1961784362793
2019-02-11,48.11000061035156,46.7599983215332,47.77000045776367,47.119998931884766,15149600.0,47.08625793457031
2019-02-12,49.38999938964844,47.88999938964844,48.130001068115234,49.15999984741211,16028300.0,49.12479782104492
2019-02-13,50.279998779296875,49.119998931884766,49.86000061035156,49.2599983215332,15951200.0,49.22472381591797
2019-02-14,49.95000076293945,48.220001220703125,48.70000076293945,49.439998626708984,19171200.0,49.404598236083984
2019-02-15,50.52000045776367,49.36000061035156,50.5099983215332,50.029998779296875,17812000.0,49.99417495727539
2019-02-19,50.790000915527344,49.560001373291016,49.560001373291016,50.33000183105469,12946600.0,50.29396057128906
2019-02-20,51.029998779296875,49.4900016784668,50.45000076293945,50.290000915527344,21383200.0,50.253990173339844
2019-02-21,50.290000915527344,48.93000030517578,49.869998931884766,49.720001220703125,16061700.0,49.68439483642578
2019-02-22,50.91999816894531,49.970001220703125,50.060001373291016,50.79999923706055,14954700.0,50.76362228393555
2019-02-25,52.380001068115234,51.2599983215332,52.0099983215332,51.36000061035156,15512800.0,51.32322311401367
2019-02-26,52.0,50.720001220703125,50.959999084472656,51.52000045776367,13169600.0,51.48310852050781
2019-02-27,51.58000183105469,49.790000915527344,50.83000183105469,51.36000061035156,14480500.0,51.32322311401367
2019-02-28,51.58000183105469,50.599998474121094,50.90999984741211,51.040000915527344,11507900.0,51.00345230102539
2019-03-01,52.290000915527344,51.02000045776367,52.119998931884766,52.060001373291016,17519600.0,52.02272415161133
2019-03-04,53.33000183105469,50.349998474121094,52.970001220703125,52.06999969482422,26636000.0,52.03271484375
2019-03-05,52.68000030517578,51.41999816894531,52.18000030517578,52.20000076293945,12543600.0,52.162620544433594
2019-03-06,52.380001068115234,51.060001373291016,52.33000183105469,51.29999923706055,15433600.0,51.263267517089844
2019-03-07,50.939998626708984,48.83000183105469,50.880001068115234,49.43000030517578,21163300.0,49.39460372924805
2019-03-08,49.220001220703125,47.560001373291016,47.7400016784668,49.150001525878906,21867100.0,49.114803314208984
2019-03-11,52.310001373291016,49.72999954223633,49.72999954223633,52.220001220703125,16058500.0,52.1826057434082
2019-03-12,53.470001220703125,52.25,52.630001068115234,53.06999969482422,18950800.0,53.03199768066406
